Age,Gender,Location,EducationLevel,ClickThroughRate,Impressions,EngagementTime,BounceRate,AdType,ContentTopic,AdSize,PurchaseHistory,BrowsingBehavior,SiteNavigationPatterns,TimeOfDay,DeviceUsed,InternetBrowser,,time of the day,,browser behaviour
60,Male,Glasgow,Post-secondary,0.22771359,5876,223,0.500493686,Text,Fashion,Medium,Medium,Moderate,Moderate,Morning,Desktop,Chrome,,,,
48,Male,Glasgow,Secondary,0.727439708,2934,265,0.058582023,Video,Sports,Large,Low,Rare,Complex,Night,Tablet,Opera,,,,
34,Other,Glasgow,Secondary,0.647552433,178,43,0.777563194,Text,Technology,Large,Medium,Frequent,Complex,Morning,Tablet,Chrome,,,,
44,Female,Birmingham,Secondary,0.563023837,874,78,0.538708254,Image,Travel,Large,High,Moderate,Simple,Afternoon,Desktop,Edge,,,,
53,Other,Glasgow,Secondary,0.171640817,7123,296,0.430651452,Image,Fashion,Small,None,Rare,Simple,Morning,Mobile,Chrome,,,,
60,Female,London,Post-secondary,0.794531012,2343,17,0.814892221,Video,Travel,Medium,Low,Rare,Complex,Morning,Tablet,Safari,,,,
27,Female,London,Secondary,0.141414112,3242,138,0.196884691,Image,Food,Large,None,Frequent,Simple,Afternoon,Tablet,Edge,,,,
62,Male,Glasgow,Secondary,0.134797895,8154,61,0.271681358,Text,Fashion,Large,Low,Moderate,Simple,Evening,Desktop,Edge,,,,
31,Other,Glasgow,Post-secondary,0.795035044,3905,289,0.639727044,Image,Fashion,Medium,Low,Frequent,Simple,Morning,Tablet,Safari,,,,
24,Female,Birmingham,Secondary,0.369223328,3351,215,0.390058037,Text,Sports,Large,Medium,Moderate,Simple,Night,Tablet,Opera,,,,
56,Female,Glasgow,Secondary,0.312617116,5055,222,0.303069289,Image,Food,Large,Low,Rare,Moderate,Afternoon,Desktop,Firefox,,,,
57,Female,Leeds,Post-secondary,0.278672051,1662,232,0.254615935,Image,Technology,Medium,None,Rare,Complex,Morning,Mobile,Firefox,,,,
26,Female,Manchester,Secondary,0.324972106,8013,20,0.485730787,Image,Fashion,Small,Medium,Rare,Complex,Morning,Mobile,Chrome,,,,
31,Other,Birmingham,Post-secondary,0.3405876,8095,296,0.775536872,Text,Technology,Small,High,Rare,Moderate,Evening,Tablet,Safari,,,,
25,Male,Birmingham,Post-secondary,0.696367694,9217,259,0.805325958,Image,Food,Small,None,Moderate,Complex,Night,Tablet,Edge,,,,
34,Male,London,Post-secondary,0.240262201,7956,225,0.790569701,Video,Food,Large,High,Rare,Moderate,Night,Tablet,Firefox,,,,
40,Female,Birmingham,Secondary,0.325326453,3489,100,0.885645251,Image,Travel,Small,High,Frequent,Simple,Morning,Tablet,Chrome,,,,
33,Male,Birmingham,Post-secondary,0.776211508,3872,144,0.050741831,Video,Technology,Large,Medium,Frequent,Moderate,Afternoon,Mobile,Safari,,,,
43,Female,Manchester,Post-secondary,0.913150573,4701,158,0.98221686,Video,Technology,Small,High,Moderate,Complex,Morning,Desktop,Opera,,,,
26,Male,Leeds,Secondary,0.61283597,4287,23,0.426461492,Video,Sports,Small,None,Moderate,Moderate,Evening,Desktop,Chrome,,,,
53,Male,Manchester,Secondary,0.105118229,6929,101,0.192982108,Image,Food,Small,Medium,Moderate,Simple,Afternoon,Mobile,Firefox,,,,
24,Other,Leeds,Secondary,0.541584661,213,65,0.970022783,Image,Food,Medium,Low,Frequent,Simple,Night,Desktop,Edge,,,,
35,Female,London,Post-secondary,0.627778874,4594,95,0.825182323,Text,Food,Large,High,Frequent,Complex,Night,Mobile,Edge,,,,
25,Other,Manchester,Post-secondary,0.314052697,2984,73,0.929723552,Text,Food,Large,Low,Rare,Complex,Evening,Mobile,Chrome,,,,
38,Male,Manchester,Secondary,0.828000373,9796,275,0.523153726,Video,Sports,Large,Low,Frequent,Moderate,Night,Mobile,Opera,,,,
43,Female,Manchester,Secondary,0.782078811,9631,266,0.74774185,Video,Travel,Large,Low,Moderate,Simple,Afternoon,Desktop,Firefox,,,,
20,Female,Glasgow,Secondary,0.575306707,5646,133,0.519464038,Image,Food,Small,Low,Frequent,Moderate,Morning,Mobile,Safari,,,,
34,Female,Glasgow,Secondary,0.145015589,920,179,0.539450114,Video,Fashion,Small,Medium,Frequent,Complex,Morning,Tablet,Chrome,,,,
63,Female,Manchester,Secondary,0.697381466,9494,265,0.951500964,Text,Travel,Small,None,Frequent,Moderate,Afternoon,Mobile,Opera,,,,
41,Female,Birmingham,Secondary,0.895348664,8412,282,0.738356984,Video,Sports,Medium,None,Moderate,Complex,Evening,Desktop,Chrome,,,,
42,Female,London,Secondary,0.25010111,5142,256,0.566777807,Video,Travel,Large,Low,Rare,Moderate,Afternoon,Mobile,Edge,,,,
22,Male,Birmingham,Secondary,0.958685896,6101,217,0.392735264,Image,Travel,Small,Low,Rare,Complex,Night,Desktop,Safari,,,,
54,Female,London,Secondary,0.771302397,8233,55,0.164327639,Video,Sports,Large,High,Frequent,Simple,Afternoon,Tablet,Edge,,,,
62,Male,London,Post-secondary,0.300321575,6715,116,0.115730375,Image,Fashion,Medium,Low,Rare,Complex,Evening,Tablet,Opera,,,,
41,Other,Glasgow,Post-secondary,0.616821124,7225,108,0.299666146,Text,Food,Small,None,Moderate,Moderate,Night,Tablet,Safari,,,,
48,Male,London,Secondary,0.307847932,3004,19,0.692804345,Video,Fashion,Small,Low,Rare,Simple,Afternoon,Desktop,Safari,,,,
43,Other,Manchester,Post-secondary,0.099467876,4795,188,0.191552619,Text,Food,Large,None,Frequent,Complex,Evening,Tablet,Opera,,,,
38,Female,Manchester,Secondary,0.82414867,7330,202,0.131462137,Image,Sports,Medium,Medium,Rare,Moderate,Morning,Tablet,Chrome,,,,
51,Male,London,Secondary,0.665807035,6850,117,0.077757377,Text,Technology,Medium,High,Frequent,Moderate,Morning,Mobile,Edge,,,,
55,Male,Glasgow,Secondary,0.614000651,5316,8,0.84624938,Video,Sports,Large,High,Moderate,Complex,Afternoon,Desktop,Chrome,,,,
41,Male,Birmingham,Secondary,0.142172881,2105,290,0.241189822,Image,Travel,Small,None,Rare,Complex,Night,Desktop,Safari,,,,
45,Other,Glasgow,Post-secondary,0.377377113,9370,294,0.200850464,Video,Food,Large,Low,Moderate,Simple,Morning,Desktop,Opera,,,,
47,Female,Glasgow,Secondary,0.87663608,9154,170,0.390853868,Text,Sports,Medium,Medium,Moderate,Complex,Evening,Desktop,Edge,,,,
51,Male,Birmingham,Post-secondary,0.163304461,6761,279,0.6294862,Image,Fashion,Small,High,Rare,Complex,Morning,Tablet,Opera,,,,
40,Other,Manchester,Post-secondary,0.047902887,795,206,0.586259757,Video,Technology,Large,None,Rare,Complex,Evening,Desktop,Opera,,,,
25,Male,Leeds,Post-secondary,0.191151477,9810,169,0.923657807,Text,Fashion,Medium,Low,Frequent,Moderate,Evening,Desktop,Opera,,,,
59,Male,Glasgow,Secondary,0.250180007,8703,117,0.68197213,Text,Fashion,Medium,Low,Moderate,Simple,Afternoon,Tablet,Firefox,,,,
27,Male,Manchester,Post-secondary,0.783642524,3517,72,0.56197155,Image,Travel,Large,None,Moderate,Simple,Evening,Tablet,Firefox,,,,
18,Male,London,Secondary,0.648141471,6661,245,0.711598167,Image,Food,Small,None,Rare,Moderate,Evening,Desktop,Opera,,,,
37,Other,Glasgow,Secondary,0.017342747,831,138,0.663723488,Video,Food,Large,High,Rare,Complex,Night,Desktop,Firefox,,,,
54,Female,Glasgow,Secondary,0.017289653,8180,68,0.767478319,Video,Sports,Large,Low,Rare,Moderate,Morning,Mobile,Chrome,,,,
35,Female,London,Secondary,0.566896429,1780,205,0.572426313,Image,Travel,Medium,Medium,Frequent,Moderate,Afternoon,Tablet,Edge,,,,
38,Male,Leeds,Secondary,0.633292442,6579,206,0.807290795,Image,Sports,Small,Medium,Moderate,Complex,Afternoon,Tablet,Edge,,,,
21,Other,Leeds,Secondary,0.125421881,7686,116,0.900057305,Image,Food,Small,Low,Rare,Moderate,Afternoon,Tablet,Safari,,,,
60,Female,Birmingham,Secondary,0.610462152,1780,108,0.696476829,Video,Travel,Large,High,Rare,Complex,Morning,Tablet,Edge,,,,
19,Female,London,Post-secondary,0.24035191,9920,8,0.357619858,Text,Food,Medium,Medium,Rare,Moderate,Evening,Tablet,Firefox,,,,
38,Male,Manchester,Secondary,0.336721342,8292,240,0.279978236,Image,Travel,Small,Low,Moderate,Simple,Afternoon,Mobile,Edge,,,,
54,Male,Manchester,Secondary,0.40883158,8827,74,0.637185665,Image,Technology,Small,Medium,Frequent,Moderate,Afternoon,Mobile,Firefox,,,,
22,Other,Leeds,Secondary,0.116194796,4952,177,0.631429138,Image,Technology,Large,None,Frequent,Moderate,Evening,Desktop,Firefox,,,,
34,Female,Birmingham,Secondary,0.963093605,4818,46,0.023910564,Text,Food,Small,Medium,Frequent,Moderate,Evening,Mobile,Chrome,,,,
28,Male,Birmingham,Post-secondary,0.973764454,906,84,0.74710939,Text,Travel,Medium,High,Frequent,Complex,Morning,Mobile,Opera,,,,
63,Other,Manchester,Post-secondary,0.445001689,5813,149,0.221874487,Text,Sports,Medium,Low,Rare,Simple,Morning,Tablet,Edge,,,,
58,Other,Birmingham,Secondary,0.257466478,1011,166,0.054490162,Video,Technology,Large,High,Frequent,Complex,Night,Mobile,Edge,,,,
48,Other,Leeds,Secondary,0.958594447,1407,178,0.153199208,Video,Sports,Small,Low,Rare,Moderate,Evening,Desktop,Firefox,,,,
45,Female,Leeds,Post-secondary,0.818057397,992,48,0.656780888,Text,Technology,Large,None,Rare,Moderate,Evening,Desktop,Safari,,,,
61,Female,Birmingham,Post-secondary,0.724228606,526,76,0.523054688,Text,Food,Medium,None,Moderate,Moderate,Evening,Desktop,Firefox,,,,
49,Female,Leeds,Secondary,0.461811787,1610,86,0.846937742,Image,Sports,Small,None,Moderate,Complex,Morning,Tablet,Edge,,,,
38,Other,Leeds,Secondary,0.410578701,818,174,0.10625275,Video,Travel,Large,None,Moderate,Complex,Morning,Desktop,Opera,,,,
24,Other,Birmingham,Post-secondary,0.779349272,1939,299,0.829516641,Image,Technology,Small,Medium,Rare,Moderate,Morning,Desktop,Firefox,,,,
27,Male,Leeds,Post-secondary,0.519613678,3509,40,0.6509179,Image,Travel,Small,None,Frequent,Moderate,Evening,Mobile,Chrome,,,,
45,Male,London,Secondary,0.660582139,8544,214,0.214929544,Image,Fashion,Medium,None,Rare,Moderate,Night,Tablet,Safari,,,,
53,Female,Leeds,Secondary,0.566192982,4432,20,0.736905616,Video,Sports,Large,High,Moderate,Moderate,Evening,Desktop,Safari,,,,
37,Female,Glasgow,Post-secondary,0.712185407,999,59,0.741333288,Text,Technology,Small,None,Rare,Simple,Evening,Desktop,Safari,,,,
30,Male,Manchester,Post-secondary,0.094105004,3289,47,0.108001584,Video,Travel,Large,High,Moderate,Complex,Night,Tablet,Safari,,,,
36,Female,London,Secondary,0.377621093,2045,178,0.266446811,Text,Food,Large,High,Moderate,Moderate,Night,Tablet,Firefox,,,,
28,Male,Birmingham,Secondary,0.167089189,3387,148,0.638864904,Image,Fashion,Large,None,Moderate,Simple,Evening,Mobile,Safari,,,,
52,Male,Manchester,Post-secondary,0.2420439,2145,244,0.380574663,Video,Fashion,Small,Low,Moderate,Simple,Evening,Desktop,Opera,,,,
51,Male,Glasgow,Secondary,0.200824277,7297,127,0.765244946,Image,Travel,Large,High,Rare,Simple,Afternoon,Desktop,Safari,,,,
61,Other,Manchester,Secondary,0.503322299,4220,57,0.536042441,Text,Sports,Medium,Medium,Moderate,Simple,Morning,Desktop,Opera,,,,
21,Female,Leeds,Secondary,0.018992989,4746,233,0.856997075,Text,Food,Large,None,Frequent,Complex,Evening,Tablet,Opera,,,,
30,Other,Manchester,Post-secondary,0.963967602,6052,296,0.111026015,Image,Travel,Large,Low,Moderate,Complex,Night,Mobile,Firefox,,,,
54,Female,Birmingham,Secondary,0.518963826,4688,103,0.733746772,Image,Travel,Small,High,Moderate,Complex,Evening,Desktop,Firefox,,,,
19,Other,Leeds,Secondary,0.052571514,8434,113,0.46463997,Image,Travel,Small,Medium,Moderate,Moderate,Morning,Tablet,Safari,,,,
18,Female,Leeds,Secondary,0.68205384,7349,232,0.519390956,Text,Travel,Small,Medium,Frequent,Moderate,Night,Mobile,Edge,,,,
57,Female,Glasgow,Post-secondary,0.26888805,798,97,0.284045562,Text,Travel,Medium,None,Rare,Complex,Afternoon,Tablet,Firefox,,,,
42,Male,Manchester,Post-secondary,0.106767593,4557,32,0.269063154,Text,Travel,Small,None,Moderate,Complex,Afternoon,Desktop,Edge,,,,
54,Other,Glasgow,Secondary,0.830303686,340,258,0.189803815,Image,Food,Small,High,Rare,Moderate,Afternoon,Tablet,Firefox,,,,
53,Other,Leeds,Post-secondary,0.197907603,463,174,0.373345683,Text,Food,Medium,Medium,Frequent,Complex,Afternoon,Desktop,Edge,,,,
23,Female,Leeds,Post-secondary,0.104754269,4885,247,0.238987845,Video,Travel,Medium,Low,Rare,Complex,Morning,Desktop,Opera,,,,
24,Other,Glasgow,Secondary,0.056906453,9941,7,0.189728076,Video,Food,Large,None,Moderate,Complex,Afternoon,Mobile,Chrome,,,,
21,Female,Leeds,Secondary,0.728557744,4581,147,0.961795913,Image,Technology,Large,None,Frequent,Complex,Night,Tablet,Firefox,,,,
52,Female,Manchester,Post-secondary,0.655271247,9963,285,0.447414282,Video,Technology,Large,High,Moderate,Moderate,Night,Desktop,Chrome,,,,
58,Male,London,Post-secondary,0.008199141,4716,24,0.678122333,Text,Fashion,Large,Medium,Rare,Simple,Night,Tablet,Firefox,,,,
51,Female,Glasgow,Secondary,0.22148054,3715,104,0.374148159,Video,Technology,Small,None,Frequent,Simple,Night,Tablet,Edge,,,,
46,Other,Birmingham,Post-secondary,0.704682031,736,128,0.569793744,Text,Fashion,Small,Low,Rare,Simple,Morning,Mobile,Chrome,,,,
22,Male,London,Secondary,0.152140855,7538,296,0.499202109,Image,Food,Large,None,Moderate,Simple,Evening,Desktop,Opera,,,,
44,Female,Birmingham,Secondary,0.576750783,4402,223,0.612688148,Image,Travel,Large,Medium,Frequent,Moderate,Afternoon,Mobile,Chrome,,,,
50,Male,Leeds,Post-secondary,0.213156467,5971,209,0.722728754,Video,Travel,Small,None,Moderate,Moderate,Afternoon,Tablet,Chrome,,,,
63,Male,London,Secondary,0.449234285,9479,159,0.663909206,Image,Technology,Large,Medium,Rare,Complex,Night,Desktop,Chrome,,,,
27,Female,Leeds,Secondary,0.867423062,1100,276,0.762103389,Image,Food,Small,None,Rare,Moderate,Night,Mobile,Safari,,,,
23,Other,Leeds,Secondary,0.302596427,7461,106,0.146304408,Video,Sports,Small,High,Rare,Simple,Afternoon,Tablet,Firefox,,,,
51,Female,Glasgow,Secondary,0.68597239,6652,20,0.094031141,Video,Travel,Small,High,Frequent,Simple,Morning,Mobile,Edge,,,,
25,Female,Birmingham,Secondary,0.438281233,9610,155,0.338899433,Video,Food,Small,None,Rare,Simple,Afternoon,Desktop,Chrome,,,,
48,Female,Manchester,Post-secondary,0.096155254,9500,191,0.481827861,Image,Travel,Medium,Low,Moderate,Complex,Morning,Mobile,Edge,,,,
26,Female,Glasgow,Post-secondary,0.360634994,4527,128,0.224402586,Text,Technology,Medium,Medium,Rare,Complex,Evening,Mobile,Chrome,,,,
38,Female,Glasgow,Secondary,0.841280066,6102,235,0.77322453,Text,Sports,Large,High,Rare,Moderate,Evening,Mobile,Safari,,,,
25,Other,Birmingham,Secondary,0.973046242,2433,8,0.719555944,Text,Travel,Medium,Medium,Frequent,Simple,Evening,Tablet,Edge,,,,
21,Male,Glasgow,Secondary,0.845081671,5192,94,0.913578918,Image,Food,Medium,None,Moderate,Complex,Evening,Mobile,Opera,,,,
39,Other,Birmingham,Secondary,0.162228391,4750,222,0.728960198,Video,Fashion,Small,None,Frequent,Moderate,Night,Tablet,Opera,,,,
45,Female,Glasgow,Secondary,0.345509298,3710,200,0.107145318,Video,Travel,Small,High,Frequent,Moderate,Night,Tablet,Opera,,,,
62,Male,London,Post-secondary,0.831188159,9519,63,0.664994824,Text,Fashion,Small,High,Frequent,Simple,Morning,Mobile,Safari,,,,
21,Male,Birmingham,Secondary,0.553895934,9421,242,0.412059338,Image,Food,Large,None,Rare,Moderate,Morning,Desktop,Edge,,,,
56,Male,Manchester,Post-secondary,0.776185797,8664,193,0.259614777,Video,Travel,Medium,High,Rare,Complex,Morning,Desktop,Edge,,,,
38,Other,Glasgow,Secondary,0.777783267,7487,241,0.601951422,Image,Sports,Large,Medium,Rare,Complex,Morning,Desktop,Edge,,,,
25,Other,London,Secondary,0.071087901,4635,284,0.302190167,Video,Technology,Large,None,Frequent,Complex,Night,Desktop,Firefox,,,,
37,Other,Manchester,Secondary,0.342406566,7480,136,0.530856326,Text,Technology,Small,None,Moderate,Simple,Night,Mobile,Firefox,,,,
49,Female,Glasgow,Post-secondary,0.479021505,8693,142,0.575977385,Image,Food,Large,Low,Rare,Simple,Evening,Mobile,Opera,,,,
18,Other,Glasgow,Secondary,0.945224722,8366,133,0.529066915,Text,Sports,Small,High,Moderate,Complex,Evening,Tablet,Safari,,,,
23,Other,Leeds,Secondary,0.898228801,9280,287,0.01068652,Text,Sports,Medium,Medium,Frequent,Moderate,Afternoon,Tablet,Firefox,,,,
45,Other,Glasgow,Secondary,0.423031983,810,66,0.348738914,Video,Technology,Large,High,Rare,Moderate,Night,Tablet,Edge,,,,
61,Male,Manchester,Post-secondary,0.095665927,5788,95,0.790462264,Video,Fashion,Large,None,Frequent,Simple,Morning,Tablet,Edge,,,,
48,Male,Manchester,Secondary,0.404542287,2560,119,0.346895644,Image,Food,Medium,High,Rare,Simple,Morning,Desktop,Opera,,,,
27,Female,London,Secondary,0.535903333,2403,7,0.5093795,Text,Sports,Large,High,Frequent,Moderate,Night,Mobile,Edge,,,,
37,Male,Leeds,Secondary,0.904397191,9972,206,0.34663208,Video,Travel,Medium,Medium,Moderate,Simple,Afternoon,Desktop,Chrome,,,,
25,Female,London,Secondary,0.294879267,2345,167,0.199237907,Video,Food,Small,None,Moderate,Simple,Afternoon,Desktop,Firefox,,,,
39,Male,London,Secondary,0.308864146,4668,293,0.199753471,Video,Technology,Small,Medium,Rare,Moderate,Afternoon,Tablet,Firefox,,,,
55,Female,Glasgow,Secondary,0.627183235,3856,90,0.748859585,Text,Travel,Medium,Medium,Moderate,Simple,Evening,Tablet,Opera,,,,
46,Female,London,Secondary,0.505191555,9300,71,0.62795266,Image,Food,Large,None,Moderate,Complex,Evening,Desktop,Firefox,,,,
26,Male,Birmingham,Secondary,0.195868959,7890,193,0.932057041,Video,Food,Medium,High,Rare,Simple,Evening,Tablet,Safari,,,,
61,Male,Leeds,Secondary,0.144727249,6683,34,0.42100466,Video,Fashion,Large,Medium,Frequent,Simple,Night,Desktop,Opera,,,,
64,Other,Glasgow,Post-secondary,0.48949721,9765,13,0.636567259,Text,Travel,Small,Medium,Rare,Moderate,Evening,Tablet,Firefox,,,,
18,Other,Birmingham,Secondary,0.779390956,9043,89,0.468539576,Video,Technology,Large,Low,Moderate,Complex,Afternoon,Tablet,Chrome,,,,
58,Female,Manchester,Secondary,0.778831252,6512,229,0.473937873,Text,Food,Large,Medium,Moderate,Moderate,Afternoon,Tablet,Chrome,,,,
56,Female,Leeds,Post-secondary,0.975803687,5629,62,0.854087376,Image,Fashion,Large,High,Frequent,Simple,Evening,Mobile,Edge,,,,
43,Female,Manchester,Secondary,0.382718198,5796,161,0.454302744,Text,Technology,Medium,High,Moderate,Complex,Evening,Mobile,Opera,,,,
28,Male,Manchester,Post-secondary,0.391989327,6569,261,0.928166801,Text,Travel,Large,Low,Rare,Moderate,Morning,Tablet,Edge,,,,
52,Male,Glasgow,Post-secondary,0.001819495,5122,243,0.620507257,Text,Technology,Small,None,Rare,Simple,Morning,Desktop,Firefox,,,,
41,Other,Birmingham,Post-secondary,0.829917365,4876,248,0.085424293,Video,Travel,Small,None,Moderate,Simple,Night,Desktop,Firefox,,,,
50,Male,Leeds,Post-secondary,0.646628444,3584,207,0.067982916,Text,Technology,Large,None,Rare,Moderate,Evening,Mobile,Safari,,,,
37,Female,Glasgow,Secondary,0.769922119,8792,115,0.982314212,Video,Travel,Large,Medium,Frequent,Complex,Night,Mobile,Chrome,,,,
44,Other,London,Secondary,0.4706232,6528,65,0.399359386,Text,Food,Small,Medium,Rare,Complex,Morning,Mobile,Opera,,,,
32,Male,Leeds,Secondary,0.920193489,8303,79,0.587458832,Video,Travel,Medium,High,Frequent,Simple,Afternoon,Mobile,Edge,,,,
50,Female,Glasgow,Secondary,0.029113798,2753,190,0.43158607,Video,Technology,Small,Medium,Moderate,Complex,Night,Tablet,Firefox,,,,
24,Male,Leeds,Post-secondary,0.115281183,5604,226,0.158896438,Video,Sports,Small,None,Rare,Simple,Afternoon,Tablet,Chrome,,,,
51,Male,Leeds,Secondary,0.376017335,8982,79,0.125551703,Text,Technology,Small,Low,Rare,Complex,Night,Desktop,Firefox,,,,
62,Male,Glasgow,Secondary,0.085105908,9054,61,0.212696153,Text,Technology,Small,Low,Frequent,Simple,Evening,Mobile,Opera,,,,
63,Female,Manchester,Post-secondary,0.087887882,6323,55,0.605337811,Video,Technology,Small,High,Frequent,Simple,Evening,Desktop,Firefox,,,,
59,Female,Manchester,Post-secondary,0.566872679,5071,116,0.546533587,Video,Sports,Medium,Low,Frequent,Simple,Afternoon,Tablet,Opera,,,,
22,Male,Glasgow,Secondary,0.21612202,3864,72,0.328588432,Text,Technology,Small,High,Rare,Simple,Night,Tablet,Opera,,,,
47,Female,Leeds,Secondary,0.626535211,6516,252,0.04417424,Video,Technology,Medium,None,Moderate,Simple,Evening,Desktop,Chrome,,,,
45,Male,Manchester,Post-secondary,0.929399822,8638,293,0.32402805,Image,Food,Medium,Low,Moderate,Moderate,Evening,Tablet,Chrome,,,,
35,Other,Birmingham,Secondary,0.82388221,3709,297,0.398303324,Text,Fashion,Medium,Low,Frequent,Complex,Afternoon,Mobile,Opera,,,,
53,Female,London,Secondary,0.248430388,3149,120,0.756423783,Video,Sports,Medium,Low,Rare,Moderate,Afternoon,Desktop,Edge,,,,
20,Male,London,Secondary,0.089662926,3115,230,0.737483989,Text,Sports,Small,None,Frequent,Complex,Morning,Mobile,Firefox,,,,
38,Male,Birmingham,Secondary,0.950192468,6730,296,0.221408097,Text,Technology,Small,Medium,Frequent,Simple,Morning,Mobile,Firefox,,,,
63,Male,Birmingham,Post-secondary,0.994495931,9893,10,0.227673952,Image,Sports,Medium,High,Moderate,Complex,Morning,Mobile,Edge,,,,
33,Other,Birmingham,Secondary,0.374494899,6690,227,0.627882827,Image,Sports,Large,Low,Moderate,Moderate,Evening,Desktop,Firefox,,,,
54,Female,Leeds,Secondary,0.460677261,424,176,0.651776347,Text,Travel,Small,Low,Frequent,Simple,Night,Mobile,Chrome,,,,
59,Male,Manchester,Secondary,0.145333661,4471,102,0.561102776,Image,Fashion,Large,Medium,Rare,Moderate,Morning,Tablet,Safari,,,,
22,Male,Birmingham,Secondary,0.710180793,7936,289,0.11197138,Image,Sports,Medium,High,Frequent,Moderate,Morning,Mobile,Safari,,,,
31,Male,Glasgow,Post-secondary,0.421833607,750,106,0.285720148,Video,Fashion,Medium,Medium,Rare,Complex,Afternoon,Tablet,Chrome,,,,
48,Female,London,Secondary,0.803015145,5244,259,0.031703211,Image,Sports,Small,None,Rare,Moderate,Evening,Mobile,Edge,,,,
63,Other,London,Secondary,0.577296711,5401,114,0.761594147,Image,Food,Large,High,Frequent,Moderate,Evening,Mobile,Opera,,,,
41,Other,Birmingham,Secondary,0.042783809,1991,99,0.806503427,Image,Fashion,Small,Medium,Frequent,Simple,Evening,Tablet,Safari,,,,
52,Male,Manchester,Post-secondary,0.334954541,5435,62,0.920480599,Text,Travel,Small,None,Frequent,Moderate,Morning,Mobile,Opera,,,,
53,Male,Birmingham,Secondary,0.808596171,2594,151,0.087915567,Video,Sports,Small,Low,Rare,Simple,Evening,Desktop,Edge,,,,
27,Female,Glasgow,Post-secondary,0.688113881,3122,259,0.906212956,Image,Technology,Large,Low,Frequent,Moderate,Night,Mobile,Chrome,,,,
44,Male,Birmingham,Secondary,0.632531947,1768,188,0.918425223,Video,Sports,Medium,High,Rare,Complex,Afternoon,Mobile,Chrome,,,,
44,Other,Leeds,Secondary,0.672504642,5583,214,0.997705992,Image,Sports,Medium,None,Rare,Complex,Evening,Desktop,Chrome,,,,
40,Female,Birmingham,Secondary,0.605036876,1736,171,0.777888568,Video,Sports,Large,None,Rare,Simple,Morning,Mobile,Chrome,,,,
30,Female,Leeds,Secondary,0.641124327,7490,160,0.262637836,Text,Fashion,Small,Low,Rare,Complex,Evening,Desktop,Firefox,,,,
33,Male,Manchester,Secondary,0.620421105,9412,239,0.26455887,Image,Sports,Medium,High,Moderate,Moderate,Evening,Mobile,Edge,,,,
52,Other,Manchester,Secondary,0.53342794,590,268,0.688216878,Text,Fashion,Large,Medium,Rare,Moderate,Evening,Tablet,Edge,,,,
44,Female,Glasgow,Post-secondary,0.757747125,2745,252,0.679732662,Image,Travel,Medium,Low,Frequent,Complex,Night,Desktop,Chrome,,,,
56,Female,Manchester,Secondary,0.369492564,6871,240,0.660329201,Video,Food,Small,None,Frequent,Complex,Morning,Tablet,Edge,,,,
64,Male,Leeds,Secondary,0.475238339,790,123,0.353120868,Video,Food,Large,Low,Frequent,Moderate,Evening,Tablet,Edge,,,,
34,Other,Manchester,Secondary,0.401449557,3195,192,0.519797278,Text,Food,Medium,High,Rare,Complex,Afternoon,Desktop,Chrome,,,,
58,Other,Leeds,Secondary,0.209210491,3236,254,0.301497479,Image,Sports,Medium,High,Frequent,Moderate,Afternoon,Mobile,Opera,,,,
18,Female,Glasgow,Secondary,0.321888962,4671,251,0.596790715,Video,Fashion,Medium,Medium,Rare,Complex,Night,Tablet,Firefox,,,,
28,Other,Leeds,Secondary,0.055015078,5425,229,0.772402177,Text,Food,Small,Medium,Frequent,Moderate,Morning,Mobile,Safari,,,,
29,Male,Birmingham,Secondary,0.325527634,3465,238,0.69869628,Text,Travel,Medium,None,Rare,Simple,Morning,Tablet,Safari,,,,
31,Male,Manchester,Secondary,0.390583093,9008,223,0.432505328,Image,Food,Medium,Medium,Moderate,Complex,Night,Tablet,Firefox,,,,
25,Female,London,Secondary,0.093384098,4310,181,0.524728401,Image,Sports,Large,High,Moderate,Moderate,Evening,Tablet,Safari,,,,
48,Female,Birmingham,Secondary,0.22045513,1330,163,0.772418497,Text,Technology,Small,High,Moderate,Simple,Morning,Desktop,Opera,,,,
24,Other,Leeds,Post-secondary,0.249541747,6221,93,0.232852909,Video,Food,Large,Low,Rare,Simple,Morning,Desktop,Chrome,,,,
63,Male,Birmingham,Secondary,0.227470208,3472,49,0.221298599,Image,Sports,Large,None,Moderate,Complex,Morning,Mobile,Safari,,,,
48,Other,Birmingham,Post-secondary,0.350221702,7295,191,0.484986813,Video,Sports,Large,Medium,Moderate,Moderate,Afternoon,Mobile,Safari,,,,
33,Other,Birmingham,Secondary,0.144876105,851,214,0.494136478,Text,Technology,Small,None,Moderate,Moderate,Night,Tablet,Chrome,,,,
59,Female,Birmingham,Secondary,0.731501357,3243,49,0.023472748,Video,Food,Medium,Medium,Frequent,Moderate,Afternoon,Mobile,Safari,,,,
56,Male,Leeds,Post-secondary,0.342654855,9819,166,0.581946339,Text,Food,Small,None,Rare,Simple,Night,Tablet,Firefox,,,,
61,Male,Manchester,Secondary,0.122365234,7087,138,0.417741432,Video,Travel,Medium,High,Rare,Moderate,Evening,Tablet,Safari,,,,
36,Other,Manchester,Secondary,0.593599781,6429,267,0.576379705,Image,Sports,Large,Medium,Frequent,Moderate,Morning,Desktop,Safari,,,,
